target,layer,heldout_task,target_normalization_used,r2,pearson_r,mse,contrast_sign_accuracy,evidence_level,result_type
contextual_outcome_history,26,debugging,False,0.055494506530653,0.2474058392152583,2.580612861790489,1.0,2,information_access_loto
contextual_outcome_history,26,foraging,False,0.1623895900853275,0.538431544334814,2.513488951572135,1.0,2,information_access_loto
contextual_outcome_history,26,solvability,False,-0.5735779780973711,0.5021422874159032,2.834709245864102,,2,information_access_loto
contextual_outcome_history,27,bandit,False,0.0386490777163323,0.2358475575207146,2.4277496423771048,1.0,2,information_access_loto
contextual_outcome_history,27,debugging,False,0.0158508491672795,0.1488311079423244,2.6889287294987345,1.0,2,information_access_loto
contextual_outcome_history,27,foraging,False,0.081682196611963,0.4658707176700232,2.75567450634115,1.0,2,information_access_loto
contextual_outcome_history,27,solvability,False,-0.4170335433995638,0.4820065255970872,2.5527035476380786,,2,information_access_loto
contextual_outcome_history,28,bandit,False,0.035907918640532,0.2414822833458398,2.4346720344107697,1.0,2,information_access_loto
contextual_outcome_history,28,debugging,False,0.0168812096646282,0.1549812396832261,2.6861135404181797,1.0,2,information_access_loto
contextual_outcome_history,28,foraging,False,0.0903553018229452,0.4560690818452214,2.7296483802739635,1.0,2,information_access_loto
contextual_outcome_history,28,solvability,False,-0.319669766940702,0.5050451446341004,2.377308364697165,,2,information_access_loto
contextual_outcome_history,29,bandit,False,0.0357021960116507,0.2280187010028816,2.4351915564990296,1.0,2,information_access_loto
contextual_outcome_history,29,debugging,False,0.0143662264409332,0.1425615253115433,2.692985070651863,1.0,2,information_access_loto
contextual_outcome_history,29,foraging,False,0.0767287395054135,0.4281187387356864,2.7705387672935258,1.0,2,information_access_loto
contextual_outcome_history,29,solvability,False,-0.3116220580947322,0.5094018561800013,2.362810885073514,,2,information_access_loto
contextual_outcome_history,30,bandit,False,0.0369398100690614,0.2221855712098006,2.4320661451475303,1.0,2,information_access_loto
contextual_outcome_history,30,debugging,False,0.0116112911024507,0.1324644127548682,2.700512206933278,1.0,2,information_access_loto
contextual_outcome_history,30,foraging,False,0.067518427927135,0.3917006391073125,2.798176934296367,1.0,2,information_access_loto
contextual_outcome_history,30,solvability,False,-0.3300866790722276,0.5053056594220847,2.3960738263035184,,2,information_access_loto
